NOME;CATEGORIA
OXCARBAZEPINA;ANTICONVULSIVANTES
OXCARBAZEPINA;ANTICONVULSIVANTES
OXCARBAZEPINA;ANTICONVULSIVANTES
OXIFRIN;DESCONGESTIONANTES NASAIS TOPICOS
OXIMAX;OUTROS MEDICAMENTOS ANTIASMATICOS
OXINEST;ANESTESICOS
OXIPELLE;ANTIMICOTICOS PARA USO TOPICO
OXITEC;ANTINFLAMATORIOS
OXITON;OCITOCICOS HORMONAIS
OXOTRON;ANTINFLAMATORIOS
OXSORALEN;MELANIZANTES
OXYCONTIN;ANALGESICOS NARCOTICOS
OXYDERME;ANTI-FUNGICOS
OXYGESIC;ANALGESICOS NARCOTICOS
OXYNORM �;ANALGESICOS NARCOTICOS
OXYPYNAL;ANALGESICOS NARCOTICOS
OZEMPIC;ANTIDIABETICOS
OZURDEX;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
PACLIMEIZ;ANTINEOPLASICO
PACLITAX;ANTINEOPLASICO
PACLITAXEL;ANTINEOPLASICO
PACLITAXEL;ANTINEOPLASICO
PACLITAXEL;ANTINEOPLASICO
PACLITAXEL;ANTINEOPLASICO
PACLITAXEL;ANTINEOPLASICO
PACLITAXEL;ANTINEOPLASICO
PACO;ANALGESICOS NARCOTICOS
PAINLIDA;ANTINFLAMATORIOS
PALEXIS;ANALGESICOS NARCOTICOS
PALEXIS� LP;ANALG�SICOS
PALOCYT;ANTIEMETICOS E ANTINAUSEANTES
PAMELOR;ANTIDEPRESSIVOS
PAMERGAN;ANTI-HISTAMINICOS SISTEMICOS
PAMIDROM;ANTINEOPLASICO
PAMIDRONATO DISS�DICO;ANTINEOPLASICO
PANCURON;BLOQUEADOR NEUROMUSCULAR
PANGEST;ANTIEMETICOS E ANTINAUSEANTES
PANHEMATIN;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS
PANT;ANTIALOPECIA
PANTASUN;ANTIACIDOS E ANTIULCEROSOS
PANTELMIN;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
PANTIUM;ANTINEOPLASICO
PANTOCAL;ANTIACIDOS E ANTIULCEROSOS
PANTOCAL;ANTIULCEROSOS
PANTODEX;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
PANTOGAR;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
PANTOMIX;ANTIACIDOS E ANTIULCEROSOS
PANTOPAZ;ANTIULCEROSOS
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIACIDOS E ANTIULCEROSOS SIMPLES
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIACIDOS E ANTIULCEROSOS
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIACIDOS E ANTIULCEROSOS SIMPLES
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL;ANTIULCEROSOS
PANTOPRAZOL MAGN�SICO DI-HIDRATADO;ANTIACIDOS E ANTIULCEROSOS
PANTOPRAZOL MAGN�SICO DIIDRATADO;ANTIACIDOS E ANTIULCEROSOS SIMPLES
PANTOPRAZOL S�DICO;ANTIULCEROSOS
PANTOPRAZOL S�DICO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIACIDOS E ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIACIDOS E ANTIULCEROSOS SIMPLES
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUI-HIDRATADO;ANTIULCEROSOS
PANTOPRAZOL S�DICO SESQUIHIDRATADO;ANTIULCEROSOS
PANTOZOL;ANTIACIDOS E ANTIULCEROSOS SIMPLES
PANZOMED;ANTIULCEROSOS
PANZYGA;IMUNOGLOBULINAS
PAPILUP;ANTIMALARICOS
PAR�;ANTIPARASITARIOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL;ANALGESICOS NAO NARCOTICOS
PARACETAMOL + CAFE�NA;ANALGESICOS NAO NARCOTICOS
PARACETAMOL + CAFE�NA;ANALGESICOS NAO NARCOTICOS
PARACETAMOL + CAFE�NA;ANALGESICOS NAO NARCOTICOS
PARACETAMOL + CAFE�NA + CARISOPRODOL + DICLOFENACO SODICO;ANTINFLAMATORIOS
PARACETAMOL + CARISOPRODOL + DICLOFENACO S�DICO + CAFE�NA ANIDRA;ANTINFLAMATORIOS
PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
PARACETAMOL + FOSFATO DE CODEINA;ANALGESICOS NAO NARCOTICOS
PARACETAMOL + FOSFATO DE CODE�NA;ANALGESICOS NARCOTICOS
PARACETAMOL + FOSFATO DE CODE�NA;ANALGESICOS NARCOTICOS
PARACETAMOL + FOSFATO DE CODE�NA;ANALGESICOS NARCOTICOS
PARACETAMOL + FOSFATO DE CODE�NA;ANALGESICOS NARCOTICOS
PARACETAMOL + MALEATO DE CLORFENIRAMINA + CLORIDRATO DE FENILEFRINA;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
PARACETAMOL + MALEATO DE CLORFENIRAMINA + CLORIDRATO DE FENILEFRINA;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
PARACETAMOL+CAFE�NA;ANALGESICOS NAO NARCOTICOS
PARACETAMOL+CAFE�NA;ANALGESICOS NAO NARCOTICOS
PARACETAMOL+FOSFATO DE CODEINA;ANALGESICOS NARCOTICOS
PARACETAMOL+FOSFATO DE CODEINA;ANALGESICOS NARCOTICOS
PARACETAMOL+FOSFATO DE CODEINA;ANALGESICOS NARCOTICOS
PARALDRIN;ANALGESICOS NARCOTICOS
PARALGEN;ANALGESICOS NAO NARCOTICOS
PARAMOL;ANALGESICOS NAO NARCOTICOS
PARASIN;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
PARATICET;ANTIPARATIREOIDEANOS
PARATRAM;ANALGESICOS NARCOTICOS
PAREXEL;ANTINEOPLASICOS CITOTOXICOS
PARICALCITOL;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
PARIET;ANTIULCEROSOS
PARINEX;ANTICOAGULANTES
PARKEXIN;ANTIPARKINSONIANOS
PARKIDOPA;ANTIPARKINSONIANOS
PARLODEL;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
PARNATE;ANTIDEPRESSIVOS
PAROX;ANTIDEPRESSIVOS
PARVULAN;IMUNOMODULADOR
PASALIX;FITOTERAPICO COMPOSTO
PASALIX PI;ANSIOLITICOS SIMPLES
PASMODEX;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS
PASSAJ�;PRODUTOS ODONTOLOGICOS
PASSARE;
PASSIENE;ANSIOLITICOS SIMPLES
PASSIFLORA ALTHAIA;ANSIOLITICOS SIMPLES
PASSIFLORA CATARINENSE;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
PASSIFLORA KLEIN;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
PASSIFLORINE PI;ANSIOLITICOS SIMPLES
PASSIPAX;FITOTERAPICO SIMPLES
PASURTA;ANALGESICOS CONTRA ENXAQUECA
PATANOL;MEDICAMENTOS COM ACAO NO APARELHO VISUAL
PATZ SL;HIPNOTICOS
PAUCIBACILAR;HANSENOSTATICOS
PAUSEFEMME;FITOTERAPICO SIMPLES
PAXIL CR;ANTIDEPRESSIVOS
PAXORAL;IMUNOMODULADOR
PAXTRAT;ANTIDEPRESSIVOS
PAZINE;ANSIOLITICOS SIMPLES
PEDIACEL;VACINAS
PEDIALYTE 45 ZINCO;REIDRATANTES ORAIS
PEDIALYTE 60 ZINCO;REIDRATANTES ORAIS
PEDIDERM;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
PEDILETAN;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
PEGASYS;ANTIVIROTICOS
PEITORAL MARTEL;BRONCODILATADORES + EXPECTORANTES + FITOTERAPICO SIMPLES
PELGRAZ;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
PELLETRAT;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
PEMEGLENN;ANTINEOPLASICO
PEMETREXEDE;ANTINEOPLASICO
PEMETREXEDE DISSODICO;ANTINEOPLASICO
PEMETREXEDE DISSODICO;ANTINEOPLASICO
PEMETREXEDE DISSODICO;ANTINEOPLASICO
PEMETREXEDE DISS�DICO;AGENTES ANTINEOPL�SICOS
PEMETREXEDE DISS�DICO;ANTINEOPLASICO
PEMETREXEDE DISS�DICO HEMIPENTAIDRATADO;AGENTES ANTINEOPL�SICOS
PEMETREXEDE DISS�DICO HEPTAIDRATADO;ANTINEOPLASICO
PEMTRYX;ANTINEOPLASICO
PENETRO;EXPECTORANTES BALSAMICOS E MUCOLITICO
PENEXIL;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
PENKARON;PENICILINA DE AMPLO ESPECTRO
PENTAGLOBIN;IMUNOGLOBULINAS
PENTALAC;LAXANTES
PENTASA;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
PENTAXIM;VACINAS
PENTOXIFILINA;VASODILATADORES
PENTOXIFILINA;VASODILATADORES
PENTOXIFILINA;VASODILATADORES
PEN-VE-ORAL;FENOXIPENICILINAS
PENVIR;ANTIVIROTICOS
PENVIR L�BIA;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
PEPSAMAR;ANTIACIDOS E ANTIULCEROSOS SIMPLES
PEPSOGEL;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
PEPTOVIT;ANTIULCEROSOS
PEPTRAT;ANTIULCEROSOS
PERCOF;ANTITUSSIGENOS SIMPLES
PERCOIDE;GLICOCORTICOIDES SISTEMICOS
PERCOIDE;GLICOCORTICOIDES SISTEMICOS
PERFENOL;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
PERGO;ANTI-HISTAMINICOS SISTEMICOS
PERGOVERIS;HORMONIO GONADOTROFICO
PERIATIN;ANTI-HISTAMINICOS SISTEMICOS
PERIDAL;ANTIEMETICOS E ANTINAUSEANTES
PERIGITE;ANTIEMETICOS E ANTINAUSEANTES
PERIGITE;ANTIEMETICOS E ANTINAUSEANTES
PERINDOPRIL ERBUMINA;ANTI-HIPERTENSIVOS SIMPLES
PERINDOPRIL ERBUMINA + INDAPAMIDA;ANTI-HIPERTENSIVOS
PERITOSTERIL;SOLUCOES PARA DIALISE PERITONIAL
PERIVASC;ANTIVARICOSOS DE ACAO SISTEMICA
PERJETA;ANTINEOPLASICO
PERJETA HER;ANTINEOPLASICO
PERLID;NEUROLEPTICOS
PERLID;NEUROLEPTICOS
PERLUMES;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
PERMEAR;ANTINFLAMATORIOS ANTIREUMATICOS
PERMENATI;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
PERMESE;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
PERMETRINA;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
PERMETRINA;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
PERMUT;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
P�ROLA;ANTICONCEPCIONAIS
PERPRAZOL;ANTIULCEROSOS
PERPRAZOL;ANTIULCEROSOS
PERSANTIN;VASODILATADORES
PETIVIT -BC;ESTIMULANTES DO APETITE
PEYONA;ESTIMULANTES RESPIRATORIOS
PHARMIDA SR;DIURETICOS SIMPLES
PHASTER;ANTINFLAMATORIOS
PHITOSS;EXPECTORANTES
PHOXILIUM;PRODUTOS PARA HEMODIALISE
PHYTOVEIN;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES
PIASCLEDINE;FITOTERAPICO COMPOSTO + OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
PICOPREP;LAXANTES IRRITANTES OU ESTIMULANTES
PIDEZOT;HIPNOTICOS
PIELOGRAF;CONTRASTES RADIOLOGICOS
PIEMONTE;ANTIASMATICOS
PIEMONTE;ANTIASMATICOS
PIETRA ED;PROGESTAGENOS SIMPLES
PILEM;ANTICONCEPCIONAIS
PILOCAN;MIOTICOS
PILOCARPINA;MIOTICOS
P�LULAS DE ERVA DE BICHO COMPOSTA IMESCARD;LAXANTES IRRITANTES OU ESTIMULANTES
PILULAS DE LUSSEN;ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS
PINAZAN;NEUROLEPTICOS
PIO SECTO;ANTIPARASITARIOS
PIOGLIT;ANTIDIABETICOS
PIOLETAL;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
PIOLIXINA;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
PIOSAN;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
PIOTAZ;ANTIDIABETICOS
PIPERACICLINA S�DICA + TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERACILINA S�DICA + TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERACILINA S�DICA + TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERACILINA S�DICA + TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERACILINA S�DICA + TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERACILINA S�DICA + TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERACILINA S�DICA+TAZOBACTAM S�DICO;PENICILINAS PENICILINASE-RESISTENTES
PIPERAZAM;PENICILINAS PENICILINASE-RESISTENTES
PIPERAZINA CITRATO;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
PIQRAY;AGENTES ANTINEOPL�SICOS
PIRFEL;ANTINFLAMATORIOS ANTIREUMATICOS
PIRO-TEC;
PIROXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
PIROXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
PIROXICAM;ANTINFLAMATORIOS
PIROXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
PIROXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
PIROXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
PIROXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
PIROXIL;ANTINFLAMATORIOS
PISA;ANTIPARKINSONIANOS
PITAVASTATINA CALCICA;ANTILIPEMICOS
PIVAST;ANTILIPEMICOS
PIVOXIL;CEFALOSPORINAS
PLABEL;ANTIEMETICOS E ANTINAUSEANTES
PLAGEX;ANTIEMETICOS E ANTINAUSEANTES
PLAGREL;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
PLAKETAR;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
PLAMET;ANTIEMETICOS E ANTINAUSEANTES
PLAN 30 DIAS;FITOTERAPICO COMPOSTO + OUTROS DIGESTIVOS
PLANTABEN;LAXANTES INCREMENTADORES DO BOLO INTESTINAL
PLANTALYVE;FITOTERAPICO SIMPLES + LAXANTES INCREMENTADORES DO BOLO INTESTINAL
PLANTARE;LAXANTES SUAVIZADORES OU EMOLIENTES
PLANTOLAXY;FITOTERAPICO SIMPLES + LAXANTES INCREMENTADORES DO BOLO INTESTINAL
PLAQ;OUTROS PRODUTOS COM ACAO NO APARELHO CARDIOVASCULAR
PLAQUEVIX;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
PLAQUINOL;ANTIMALARICOS
PLASIL;ANTIEMETICOS E ANTINAUSEANTES
PLASMA LYTE;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL
PLASMAFUNDIN;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL
PLASMAISTAR;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL
PLASMIN;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS
PLAVINEO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
PLAVIX;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
PLAVOM;ANTIEMETICOS E ANTINAUSEANTES
PLENANCE;ANTILIPEMICOS
PLENANCE EZE;ANTILIPEMICOS
PLENIGELL;EMOLIENTES E PROTETORES OFTALMICOS
PLESONAX;LAXANTES IRRITANTES OU ESTIMULANTES
PLETIL;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS
PLEX-D3 VITAMIN;VITAMINA D E AN�LOGOS
PLEXEDEN;ANTINEOPLASICO
PLIAGLIS;ANESTESICOS LOCAIS
PLURAIR;CORTICOSTEROIDES TOPICOS
PLUSPAN;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS
PLUSVAC;ALERGENOS
PLUTO;ANTINEOPLASICO
PNEUMOVAX� 23;VACINAS
PNEUMUCIL;EXPECTORANTES BALSAMICOS E MUCOLITICO
P� PELOTENSE;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
POEMMY;ANTINEOPLASICO
POLAPIC;ANTI-HISTAMINICOS SISTEMICOS
POLAPIC;ANTIALERGICOS
POLARADEX;ANTIALERGICOS
POLARAMINE;ANTIALERGICOS
POLARATUSS;EXPECTORANTES
POLARAX;ANTIALERGICOS
POLAREN;ANTI-HISTAMINICOS SISTEMICOS
POLARG;EXPECTORANTES
POLARYN;ANTIALERGICOS
POLICLAVUMOXIL;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
POLICLAVUMOXIL;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
POLICLAVUMOXIL BD;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
POLICLAVUMOXIL BD;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
POLICRESULENO + CLORIDRATO DE CINCHOCA�NA;ANTI-HEMORROIDARIOS TOPICOS
POLIDERMS;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
POLIMOXIL;PENICILINA DE AMPLO ESPECTRO
POLIREUMIN;ANTINFLAMATORIOS ANTIREUMATICOS
POLIXIL B;ANTIBIOTICOS SISTEMICOS SIMPLES
POLOL;BETABLOQUEADORES SIMPLES
POLTAX;ANTINFLAMATORIOS
POLVILHO ANTISS�PTICO GRANADO;ANTISSEPTICO
POLYTAR;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
POLYTEK-B;ANTIBIOTICOS SISTEMICOS SIMPLES
POMADA DE ERVA DE BICHO ADRENALINA E HAMAM�LIS COMPOSTA IMESCARD;ANTI-HEMORROIDARIOS TOPICOS
POMADA MINANCORA;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
POMADERME;CICATRIZANTES
POMAGL�S TRATAMENTO;ANTIMICOTICOS PARA USO TOPICO
POMICINA;ANTIBIOTICOS SISTEMICOS SIMPLES + ANTINFECCIOSOS TOPICOS
PONDERA;ANTIDEPRESSIVOS
PONDERA;ANTIDEPRESSIVOS
PONDERA XR;ANTIDEPRESSIVOS
PONSDRIL;ANTINFLAMATORIOS
PONSTAN;ANTINFLAMATORIOS ANTIREUMATICOS
PORTEBRO;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
POSICOR;ANTILIPEMICOS
POSICOR SIN;ANTILIPEMICOS
POSLOV;ANTICONCEPCIONAIS
POSPRAND;ANTIDIABETICOS
POSTEC;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
POZATO UNI;ANTICONCEPCIONAIS
PRADAXA;ANTITROMBOTICO
PRAIVA;ANTIBIOTICOS SISTEMICOS SIMPLES
PRAIVA;ANTIBIOTICOS SISTEMICOS SIMPLES
PRAKALMAR;ANSIOLITICOS SIMPLES
PRALUENT;ANTILIPEMICOS
PRAMIPEZAN;ANTIPARKINSONIANOS
PRANOLAL;BETABLOQUEADORES SIMPLES
PRASILENCE;ANSIOLITICOS SIMPLES
PRATCO;ANALGESICOS NAO NARCOTICOS
PRATIDERM;ANTIMICOTICO
PRATIFOLIN;ANTIANEMICOS
PRATIGL�S;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
PRATIUM;ANALGESICOS NAO NARCOTICOS
PRAVASTATINA S�DICA;ANTILIPEMICOS
PRAVASTATINA S�DICA;ANTILIPEMICOS
PRAVERMYL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
PRAXBIND;ANT�DOTOS
PRAZOL;ANTIULCEROSOS
PRAZY;ANTIULCEROSOS
PREBICTAL;ANTICONVULSIVANTES
PREBICTAL;ANTICONVULSIVANTES
PREBICTAL;ANTICONVULSIVANTES
PRECEDEX;HIPNOTICOS
PRED;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES
PREDCORT;HORMONIOS CORTICOSTEROIDES
PRED-GRAN;GLICOCORTICOIDES SISTEMICOS
PREDI-MEDROL;GLICOCORTICOIDES SISTEMICOS
PREDINIS;GLICOCORTICOIDES SISTEMICOS
PREDMICIN;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
PREDNISOLON;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISOLONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;HORMONIOS CORTICOSTEROIDES
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDNISONA;HORMONIOS CORTICOSTEROIDES
PREDNISONA;GLICOCORTICOIDES SISTEMICOS
PREDOPTIC;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES
PREDSIGMA;GLICOCORTICOIDES SISTEMICOS
PREDSIM;GLICOCORTICOIDES SISTEMICOS
PREDSIM;GLICOCORTICOIDES SISTEMICOS
PREDVAL;GLICOCORTICOIDES SISTEMICOS
PREFISS;ANTICONVULSIVANTES
PR�-FOLIC;ANTIANEMICOS SIMPLES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGABALINA;ANTICONVULSIVANTES
PREGALPHA;ANTICONVULSIVANTES
PREG-LESS;ANTICONCEPCIONAIS
PREGNOLAN;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
PRELONE;GLICOCORTICOIDES SISTEMICOS
PREMARIN;ESTROGENOS SIMPLES
PREMARIN MPA;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
PRENEURIN;ANTICONVULSIVANTES
PRENI;GLICOCORTICOIDES SISTEMICOS
